vfalter,vfsafe,vfproblem,age,gender,education,brexit_vote,vote2017_dum,nation_weight,pid
Disagree,Slightly agree,Disagree,30,Male,3,2. Leave,Winner,1.130142703,UKIP Brexit
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,77,Male,2,1. Remain,Winner,0.742390137,Conservative
Agree,Strongly agree,Strongly disagree,66,Male,3,2. Leave,Winner,0.660312295,Conservative
Disagree,Agree,Disagree,42,Male,2,1. Remain,NA,0.574057506,Other
Strongly agree,Strongly disagree,Agree,69,Female,3,2. Leave,Winner,0.642159315,Conservative
Agree,Neither agree nor disagree,Slightly agree,71,Female,1,2. Leave,Winner,0.687933186,UKIP Brexit
Slightly disagree,Slightly disagree,Disagree,70,Male,2,1. Remain,Loser,0.603368414,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,32,Female,3,1. Remain,Winner,0.60684089,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40,Male,2,2. Leave,Loser,0.842300189,Other
Slightly disagree,Slightly disagree,Slightly disagree,56,Female,1,2. Leave,Loser,0.554933579,Other
Neither agree nor disagree,Disagree,Slightly disagree,33,Male,2,NA,NA,0.784344578,Other
Disagree,Slightly disagree,Slightly agree,64,Male,2,2. Leave,Winner,0.941355292,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,43,Female,2,1. Remain,Loser,0.557616854,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,69,Male,2,1. Remain,Loser,0.586600172,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,45,Male,2,2. Leave,Loser,1.159445459,Other
Slightly disagree,Slightly agree,Slightly disagree,71,Male,2,1. Remain,NA,0.418363488,Other
Slightly agree,Slightly disagree,Agree,47,Female,3,2. Leave,Loser,0.891664602,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,34,Female,2,1. Remain,Loser,0.579713815,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,34,Male,3,2. Leave,Winner,0.959212917,Other
Neither agree nor disagree,Slightly agree,Slightly agree,42,Male,3,2. Leave,Loser,1.147257295,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,65,Female,1,1. Remain,Winner,1.995710003,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,67,Female,3,1. Remain,Loser,1.120703402,Other
Agree,Strongly disagree,Strongly agree,72,Female,1,2. Leave,Winner,0.850668453,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,35,Female,2,1. Remain,Winner,0.631564231,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Female,2,NA,NA,0.842846916,Other
Agree,Strongly disagree,Agree,67,Female,1,2. Leave,Winner,0.825012135,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,57,Female,2,1. Remain,Loser,0.668285639,Other
Slightly agree,Slightly disagree,Slightly agree,47,Female,3,2. Leave,Loser,0.799182233,Other
Slightly agree,Strongly disagree,Slightly disagree,56,Male,3,2. Leave,Winner,0.77536153,UKIP Brexit
Slightly agree,Neither agree nor disagree,Slightly agree,61,Male,3,1. Remain,Loser,1.469023448,Other
Slightly agree,Neither agree nor disagree,Slightly agree,70,Female,2,2. Leave,Winner,0.732274979,Other
Agree,Disagree,Agree,58,Male,3,1. Remain,Loser,2.265727629,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,76,Male,1,2. Leave,Loser,0.708579381,UKIP Brexit
Slightly agree,Agree,Slightly agree,29,Female,3,2. Leave,Loser,0.750788973,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,37,Male,2,NA,NA,2.765257466,Other
Agree,Slightly disagree,Slightly agree,68,Male,2,2. Leave,Winner,0.657395422,Conservative
Slightly disagree,Slightly agree,Slightly disagree,64,Female,2,1. Remain,Winner,0.845769727,Conservative
Agree,Disagree,Agree,72,Female,1,2. Leave,Winner,0.687933186,UKIP Brexit
Slightly agree,Slightly disagree,Slightly disagree,55,Female,1,2. Leave,Winner,0.624135347,Conservative
Slightly disagree,Slightly agree,Slightly disagree,40,Female,2,1. Remain,Loser,0.574572014,Other
Strongly disagree,Strongly agree,Strongly disagree,63,Male,2,1. Remain,Loser,1.386649121,Other
Strongly agree,Strongly disagree,Strongly agree,70,Male,2,2. Leave,Winner,0.726213264,Conservative
Slightly agree,Slightly disagree,Agree,61,Male,2,2. Leave,Loser,0.841807616,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,63,Female,1,1. Remain,Loser,1.534395567,Other
Disagree,Slightly agree,Slightly disagree,71,Female,1,1. Remain,Loser,0.633708766,Other
Disagree,Agree,Disagree,55,Male,3,1. Remain,Loser,0.714245814,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,64,Female,3,2. Leave,Winner,0.80290126,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,73,Female,1,NA,NA,1.789628689,Other
Slightly agree,Slightly disagree,Slightly agree,70,Male,1,2. Leave,Winner,0.661063685,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,87,Male,1,2. Leave,Winner,0.846104748,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,68,Male,1,2. Leave,Winner,0.749649204,Conservative
Neither agree nor disagree,Disagree,Slightly agree,70,Male,2,2. Leave,Winner,0.749649204,UKIP Brexit
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,44,Female,1,1. Remain,Winner,0.485019141,Other
Slightly disagree,Slightly agree,Slightly disagree,76,Female,3,1. Remain,Winner,0.637084153,Conservative
Strongly agree,Slightly disagree,Strongly agree,68,Female,1,2. Leave,Winner,0.960121898,UKIP Brexit
Neither agree nor disagree,Slightly disagree,Slightly agree,71,Female,1,2. Leave,Winner,0.661376655,Conservative
Slightly agree,Agree,Slightly disagree,69,Female,1,2. Leave,NA,0.671309505,Other
Slightly agree,Slightly disagree,Neither agree nor disagree,68,Male,2,1. Remain,Winner,0.600368816,Conservative
Slightly disagree,Slightly disagree,Slightly agree,67,Male,2,1. Remain,Winner,0.559784329,Other
Strongly agree,Strongly disagree,Agree,49,Male,2,1. Remain,Loser,0.612631835,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,48,Male,2,NA,Loser,0.924663412,Other
Slightly agree,Slightly disagree,Slightly agree,69,Female,3,2. Leave,Winner,0.621521173,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,49,Male,3,1. Remain,Loser,0.760297795,Other
Slightly agree,Strongly disagree,Agree,75,Male,1,2. Leave,Loser,0.666871415,UKIP Brexit
Slightly disagree,Slightly agree,Slightly agree,49,Male,2,1. Remain,Winner,0.5505665,Conservative
Disagree,Slightly disagree,Neither agree nor disagree,57,Female,2,2. Leave,Loser,0.776088154,Other
Strongly disagree,Agree,Neither agree nor disagree,71,Female,1,2. Leave,Loser,0.671732011,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,41,Female,2,1. Remain,Loser,0.487418505,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,51,Female,2,2. Leave,Loser,0.866972994,Other
Slightly disagree,Slightly agree,Slightly disagree,57,Male,2,2. Leave,Winner,0.940577648,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,71,Female,1,2. Leave,Winner,0.798497348,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,61,Male,1,1. Remain,Loser,0.684281836,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,62,Male,2,1. Remain,Loser,0.858487399,Other
Agree,Disagree,Agree,34,Female,2,NA,Loser,0.717121088,Other
Neither agree nor disagree,Neither agree nor disagree,Disagree,38,Female,1,1. Remain,Winner,0.416766535,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,28,Female,3,1. Remain,Loser,0.681292796,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,51,Female,3,1. Remain,Loser,0.625756447,Other
Slightly disagree,Neither agree nor disagree,Slightly agree,30,Male,3,1. Remain,Loser,0.858023527,Other
Strongly agree,Strongly disagree,Strongly agree,66,Female,1,NA,NA,1.904981964,Other
Slightly agree,Slightly disagree,Slightly agree,42,Male,3,1. Remain,Winner,0.983231746,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,Male,3,NA,Loser,1.234558563,Other
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,72,Male,1,1. Remain,Loser,0.753632703,Other
Neither agree nor disagree,Agree,Neither agree nor disagree,69,Male,2,2. Leave,Winner,0.704255341,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,63,Female,1,NA,Winner,2.173018273,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,Male,2,NA,NA,1.004815773,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,39,Female,2,1. Remain,Loser,0.562464943,Other
Strongly agree,Strongly disagree,Strongly agree,34,Male,2,NA,NA,1.004815773,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,27,Male,3,1. Remain,Loser,0.858023527,Other
Strongly disagree,Agree,Strongly disagree,49,Male,2,1. Remain,Loser,0.53760038,Other
Neither agree nor disagree,Disagree,Strongly agree,31,Male,3,1. Remain,Loser,0.883777848,Other
Slightly agree,Agree,Agree,47,Male,3,1. Remain,Loser,1.053731681,Other
Disagree,Agree,Slightly disagree,66,Female,2,1. Remain,Loser,0.793153198,Conservative
Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,74,Female,2,1. Remain,Winner,0.568766811,Other
Slightly disagree,Slightly disagree,Neither agree nor disagree,40,Male,2,1. Remain,Winner,0.5505665,Conservative
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,66,Female,2,2. Leave,Winner,0.775565339,Other
Slightly agree,Disagree,Slightly agree,47,Male,3,1. Remain,Loser,0.978022407,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,46,Female,1,2. Leave,Winner,0.557488959,Conservative
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,45,Male,2,1. Remain,Winner,0.533961312,Conservative
Disagree,Agree,Disagree,29,Female,3,1. Remain,Loser,0.597701284,Other
Strongly disagree,Slightly disagree,Strongly disagree,48,Female,1,2. Leave,Winner,0.568299122,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,71,Female,2,2. Leave,Winner,0.797589746,Other
Slightly agree,Neither agree nor disagree,Slightly disagree,43,Male,3,1. Remain,Loser,0.775832161,Other
Slightly agree,Slightly disagree,Slightly agree,74,Male,2,2. Leave,Winner,2.063037936,Conservative
Slightly disagree,Disagree,Disagree,65,Male,3,2. Leave,Winner,0.846104748,Conservative
Neither agree nor disagree,Agree,Disagree,46,Female,1,2. Leave,NA,1.110770999,Other
Slightly agree,Slightly disagree,Slightly agree,63,Female,2,2. Leave,Winner,0.80232457,Other
Slightly agree,Neither agree nor disagree,Neither agree nor disagree,72,Male,2,2. Leave,Loser,0.811824519,Conservative
Slightly agree,Slightly disagree,Slightly agree,76,Male,1,1. Remain,Winner,0.600368816,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,63,Female,1,2. Leave,NA,1.644525046,Other
Slightly agree,Slightly disagree,Slightly agree,63,Female,1,2. Leave,Winner,0.643544777,Conservative
Slightly agree,Slightly disagree,Slightly agree,40,Male,2,NA,NA,0.675181861,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,62,Female,2,2. Leave,Winner,0.748939297,Other
Slightly agree,Slightly disagree,Slightly agree,50,Female,3,2. Leave,Winner,0.829562282,Conservative
Neither agree nor disagree,Slightly agree,Disagree,67,Female,2,2. Leave,Loser,0.589685857,Other
Slightly agree,Neither agree nor disagree,Disagree,44,Female,1,1. Remain,Winner,1.473531821,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,65,Female,2,NA,Loser,0.869820323,Other
Disagree,Agree,Slightly agree,66,Female,1,2. Leave,Winner,0.798497348,Conservative
Slightly disagree,Disagree,Slightly disagree,62,Female,1,2. Leave,Loser,0.586137664,Other
Strongly disagree,Strongly agree,Strongly disagree,48,Male,1,2. Leave,Loser,1.099492802,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,41,Male,1,2. Leave,Winner,1.041279814,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,43,Male,2,1. Remain,NA,0.512113782,Other
Strongly disagree,Strongly agree,Disagree,28,Male,2,1. Remain,Winner,0.620700241,Other
Agree,Disagree,Agree,70,Female,1,1. Remain,Loser,1.195485706,Other
Strongly agree,Disagree,Strongly agree,78,Male,1,2. Leave,Winner,0.869861883,UKIP Brexit
Strongly disagree,Agree,Strongly disagree,35,Female,3,2. Leave,Winner,0.739588829,Other
Neither agree nor disagree,Neither agree nor disagree,Disagree,51,Male,1,1. Remain,NA,0.691881692,Conservative
Slightly disagree,Slightly disagree,Slightly agree,72,Male,3,2. Leave,Winner,0.677839178,Conservative
Disagree,Agree,Disagree,42,Female,3,1. Remain,Loser,0.654579082,Other
Slightly disagree,Slightly disagree,Disagree,47,Female,2,2. Leave,Winner,0.549242433,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,72,Male,2,2. Leave,Winner,1.819250194,Other
Slightly disagree,Slightly agree,Disagree,39,Male,3,2. Leave,Winner,1.096057389,Other
Slightly disagree,Slightly agree,Disagree,69,Male,2,2. Leave,Winner,0.7650551,Conservative
Slightly disagree,Agree,Slightly disagree,35,Male,1,2. Leave,Winner,1.041279814,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,42,Female,3,1. Remain,Loser,0.62563956,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,65,Male,1,2. Leave,Loser,0.876198646,UKIP Brexit
Slightly agree,Disagree,Slightly agree,56,Male,2,NA,Loser,1.101545723,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,41,Male,3,2. Leave,Winner,3.110157734,Other
Strongly disagree,Strongly agree,Strongly disagree,62,Female,2,1. Remain,Loser,0.667526041,Other
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,39,Male,3,1. Remain,Loser,0.875496249,Other
Neither agree nor disagree,Neither agree nor disagree,Disagree,63,Female,2,1. Remain,Loser,0.693540289,Other
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,69,Female,1,2. Leave,Winner,0.732274979,Conservative
Slightly agree,Neither agree nor disagree,Slightly agree,75,Female,1,NA,Winner,0.956098434,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,58,Female,1,2. Leave,Loser,0.613731448,Other
Slightly agree,Slightly disagree,Slightly agree,71,Male,1,2. Leave,NA,0.50988153,Other
Slightly disagree,Agree,Disagree,44,Male,3,2. Leave,Loser,0.869756712,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,66,Female,2,1. Remain,Loser,0.551163614,Other
Neither agree nor disagree,Slightly disagree,Slightly agree,64,Male,2,2. Leave,NA,0.742875502,UKIP Brexit
Slightly disagree,Slightly agree,Slightly disagree,70,Female,1,2. Leave,Winner,0.850668453,Conservative
Slightly disagree,Slightly disagree,Slightly disagree,46,Male,2,2. Leave,Winner,0.517121214,Other
Slightly agree,Disagree,Agree,70,Female,2,1. Remain,Winner,0.550487406,Conservative
Neither agree nor disagree,Slightly agree,Neither agree nor disagree,36,Male,2,1. Remain,Winner,0.621406555,Conservative
Strongly agree,Strongly disagree,Strongly agree,72,Female,1,NA,Winner,0.975747028,Other
Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,52,Male,2,1. Remain,Loser,0.776251599,Other
Slightly agree,Strongly disagree,Slightly agree,52,Male,2,1. Remain,Loser,0.859464299,Other
Disagree,Agree,Slightly disagree,48,Male,1,1. Remain,Winner,0.866694371,Other
Strongly agree,Strongly agree,Strongly agree,40,Male,1,2. Leave,Winner,1.116860357,UKIP Brexit
Slightly agree,Slightly disagree,Slightly agree,61,Male,2,2. Leave,Winner,1.130960797,Conservative
Agree,Disagree,Agree,65,Male,1,2. Leave,Winner,0.843626687,Conservative
Slightly disagree,Neither agree nor disagree,Slightly disagree,59,Male,1,2. Leave,Winner,1.01650921,Conservative
Slightly disagree,Agree,Neither agree nor disagree,79,Male,2,2. Leave,Winner,1.938113823,Conservative
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35,Female,1,2. Leave,Winner,0.557488959,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly agree,51,Female,3,1. Remain,Loser,0.78793872,Other
Neither agree nor disagree,Disagree,Slightly disagree,50,Male,3,1. Remain,Loser,0.627324157,Other
Slightly disagree,Neither agree nor disagree,Agree,81,Male,2,2. Leave,Winner,0.661063685,Conservative
Slightly agree,Slightly disagree,Neither agree nor disagree,57,Female,1,2. Leave,Loser,0.562703516,Other
Strongly disagree,Agree,Strongly disagree,61,Male,1,1. Remain,Loser,0.711398213,Other
Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,67,Male,2,2. Leave,Winner,0.555766823,Conservative
Strongly disagree,Agree,Strongly disagree,67,Male,2,1. Remain,Loser,0.514627012,Other
Slightly disagree,Slightly agree,Slightly disagree,47,Female,1,2. Leave,Loser,0.496494229,Other
Slightly agree,Disagree,Strongly disagree,67,Female,1,2. Leave,Winner,0.732274979,Conservative
